brand,place_name,address_name,lng,lat
맥도날드,맥도날드 이태원점,서울 용산구 이태원동 56-21,126.989699646402,37.5340167272809
맥도날드,맥도날드 과천이마트점,경기 과천시 별양동 1-19,126.99146446522997,37.42626428170148
맥도날드,맥도날드 광명소하DT점,경기 광명시 소하동 1340,126.881736448508,37.4476883399368
맥도날드,맥도날드 세이브존광명점,경기 광명시 철산동 367,126.877649039257,37.4704653627268
맥도날드,맥도날드 철산역점,경기 광명시 철산동 404,126.868555915074,37.4755048555974
맥도날드,맥도날드 서울시흥DT점 주차장,서울 금천구 시흥동 903-9,126.902922358343,37.4504827620033
맥도날드,맥도날드 광명소하DT점 주차장,경기 광명시 소하동 1340,126.881759090331,37.4476631342092
맥도날드,맥도날드 장안사거리점,서울 동대문구 장안동 308-4,127.072637595858,37.5724638396628
맥도날드,맥도날드 한양대점,서울 성동구 행당동 31-7,127.041866107633,37.5572699478379
맥도날드,맥도날드 광명DT점,경기 광명시 광명동 754-4,126.847809029472,37.4685529931432
맥도날드,맥도날드 부천역곡역DT점,경기 부천시 소사구 괴안동 112-23,126.80953641175573,37.48368129744206
맥도날드,맥도날드 광명DT점 주차장,경기 광명시 광명동 754-4,126.84789603152,37.4685729273861
맥도날드,맥도날드 부천역곡역DT점 주차장,경기 부천시 소사구 괴안동 112-23,126.809530731089,37.4836921003722
맥도날드,맥도날드 의정부GS DT점,경기 의정부시 호원동 435,127.047165992205,37.7201227586572
맥도날드,맥도날드 의정부만가대DT점,경기 의정부시 용현동 60-1,127.08653189522852,37.7308859656636
맥도날드,맥도날드 의정부역점,경기 의정부시 의정부동 194-10,127.048508258549,37.7399687994896
맥도날드,맥도날드 의정부GSDT점 주차장,경기 의정부시 호원동 435,127.046940290484,37.7201399672108
맥도날드,맥도날드 만가대DT점 주차장,경기 의정부시 용현동 60-1,127.086401725361,37.7311320260891
맥도날드,맥도날드 종로3가점,서울 종로구 종로3가 10,126.9904779328265,37.57056758352427
맥도날드,맥도날드 서울시청점,서울 중구 을지로1가 32,126.979367619692,37.5668369438027
맥도날드,맥도날드 명동점,서울 중구 명동1가 48-2,126.984529660329,37.5641779925965
맥도날드,맥도날드 명동2호점,서울 중구 회현동3가 1-5,126.98467527366,37.5605920452162
맥도날드,맥도날드 서울역점,서울 중구 봉래동2가 122-11,126.9704644811706,37.554271552328366
맥도날드,한국맥도날드 본사,서울 종로구 공평동 70,126.98360914667553,37.570744325762846
맥도날드,맥도날드 종로3가 개방화장실,서울 종로구 종로3가 10,126.99048811613325,37.57060182216758
맥도날드,모트맥도날드코리아,서울 종로구 종로1가 1,126.977898350266,37.5708560191617
맥도날드,맥도날드 홍제역점,서울 서대문구 홍제동 253-11,126.944633659981,37.5886442379462
맥도날드,맥도날드 구산점,서울 은평구 구산동 1-14,126.9166859478842,37.61063001156582
맥도날드,맥도날드 연신내점,서울 은평구 갈현동 456-28,126.919285602014,37.617587448962
맥도날드,맥도날드 연신내점 개방화장실,서울 은평구 갈현동 456-28,126.919122418934,37.6176594162657
맥도날드,맥도날드 위례신도시점,서울 송파구 장지동 896,127.142698907091,37.4751386037791
맥도날드,맥도날드 성남신흥DT점,경기 성남시 수정구 신흥동 181,127.148688818186,37.4513733614279
맥도날드,맥도날드 고양삼송DT점,경기 고양시 덕양구 동산동 74-1,126.895717752927,37.6453625800086
